parliamentarian_1,parliamentarian_2,proportion_agreement,region_1,region_2,partido_1,partido_2,Diputado_1,Diputado_2,sector_1,sector_2,Unnamed: 0,person_1,person_2,label,sentiment,date,original_index
"Bernales, Alejandro","Perez, Marlene",1.3333333333333333,Región de Los Lagos (9),Región del Biobío (13),PL,Ind-UDI,Alejandro Bernales Maldonado,Marlene Perez Cartes,centro_izquierda,centro_derecha,,,,,no_link_found,,
"Pino, Victor Alejandro","Pulgar, Francisco",1.3333333333333333,Región de Coquimbo (7),Región del Maule (11),Ind-PDG,Ind-PL,Victor Pino Fuentes,Francisco Pulgar Castillo,populista,centro_izquierda,,,,,no_link_found,,
"Rey, Hugo","Sepulveda, Alexis",1.3333333333333333,Región del Maule (11),Región del Maule (11),RN,PR,Hugo Rey Martinez,Alexis Sepulveda Soto,centro_derecha,centro_izquierda,,,,,no_link_found,,
"Raphael, Marcia","Soto, Raul",1.3333333333333333,Región de Aysén del General Carlos Ibáńez del Campo (3),Región del Libertador General Bernardo O'Higgins (9),RN,PPD,Marcia Raphael Mora,Raul Soto Mardones,centro_derecha,centro_izquierda,,,,,no_link_found,,
"Borquez, Fernando","Ulloa, Hector",1.3333333333333333,Región de Los Lagos (9),Región de Los Lagos (9),Ind-UDI,Ind-PPD,Fernando Borquez Montecinos,Hector Ulloa Aguilera,centro_derecha,centro_izquierda,,,,,no_link_found,,
"Soto, Leonardo","Urruticoechea, Cristobal",1.3333333333333333,Región Metropolitana de Santiago (47),Región del Biobío (13),PS,PLR,Leonardo Soto Ferrada,Cristobal Urruticoechea Rios,centro_izquierda,derecha,,,,,no_link_found,,
"Donoso, Felipe","Lagomarsino, Tomas",1.3346508563899868,Región del Maule (11),Región de Valparaíso (16),UDI,PR,Felipe Donoso Castro,Tomas Lagomarsino Guzman,centro_derecha,centro_izquierda,,,,,no_link_found,,
"Astudillo, Danisa","Morales, Carla",1.3346508563899868,Región de Tarapacá (3),Región del Libertador General Bernardo O'Higgins (9),PS,RN,Danisa Astudillo Peiretti,Carla Morales Maldonado,centro_izquierda,centro_derecha,,,,,no_link_found,,
"Jiles, Pamela","Soto, Leonardo",1.3346508563899868,Región Metropolitana de Santiago (47),Región Metropolitana de Santiago (47),PH,PS,Pamela Jiles Moreno,Leonardo Soto Ferrada,izquierda,centro_izquierda,,,,,no_link_found,,
"Gonzalez, Mauro","Romero, Leonidas",1.3346508563899868,Región de Los Lagos (9),Región del Biobío (13),RN,Ind-RN,Mauro Gonzalez Villarroel,Leonidas Romero Saez,centro_derecha,centro_derecha,,,,,no_link_found,,
"Bravo, Ana Maria","Leal, Henry",1.3346508563899868,Región de Los Ríos (5),Región de la Araucanía (11),PS,UDI,Ana Maria Bravo Castro,Henry Leal Bizama,centro_izquierda,centro_derecha,1187.0,marta bravo,henry leal,negative,negative,Unknown,317.0
"Leiva, Raul","Medina, Karen",1.3346508563899868,Región Metropolitana de Santiago (47),Región del Biobío (13),PS,PDG,Raul Leiva Carvajal,Karen Medina Vasquez,centro_izquierda,populista,,,,,no_link_found,,
"Mellado, Cosme","Perez, Marlene",1.3346508563899868,Región del Libertador General Bernardo O'Higgins (9),Región del Biobío (13),PR,Ind-UDI,Cosme Mellado Pino,Marlene Perez Cartes,centro_izquierda,centro_derecha,,,,,no_link_found,,
"Aedo, Eric","Lavin, Joaquin",1.3346508563899868,Región del Biobío (13),Región Metropolitana de Santiago (47),PDC,UDI,Eric Aedo Jeldres,Joaquin Lavin Leon,centro_izquierda,centro_derecha,,,,,no_link_found,,
"Gazmuri, Ana Maria","Medina, Karen",1.3359683794466404,Región Metropolitana de Santiago (47),Región del Biobío (13),AH,PDG,Ana Maria Gazmuri Vieira,Karen Medina Vasquez,izquierda,populista,,,,,no_link_found,,
"Mulet, Jaime","Olivera, Erika",1.3359683794466404,Región de Atacama (5),Región Metropolitana de Santiago (47),FRVS,Demócratas,Jaime Mulet Martinez,Erika Olivera de la Fuente,izquierda,centro_izquierda,,,,,no_link_found,,
"Undurraga, Francisco","Videla, Sebastian",1.3359683794466404,Región Metropolitana de Santiago (47),Región de Antofagasta (5),Evópoli,Ind-PL,Francisco Undurraga Gazitua,Sebastian Videla Castillo,centro_derecha,centro_izquierda,,,,,no_link_found,,
"Cifuentes, Ricardo","Undurraga, Francisco",1.3359683794466404,Región de Coquimbo (7),Región Metropolitana de Santiago (47),PDC,Evópoli,Ricardo Cifuentes Lillo,Francisco Undurraga Gazitua,centro_izquierda,centro_derecha,,,,,no_link_found,,
"Romero, Agustin","Saffirio, Jorge",1.3359683794466404,Región Metropolitana de Santiago (47),Región de la Araucanía (11),PLR,Demócratas,Agustin Romero Leiva,Jorge Saffirio Espinoza,derecha,centro_izquierda,,,,,no_link_found,,
"Cifuentes, Ricardo","Perez, Marlene",1.3359683794466404,Región de Coquimbo (7),Región del Biobío (13),PDC,Ind-UDI,Ricardo Cifuentes Lillo,Marlene Perez Cartes,centro_izquierda,centro_derecha,,,,,no_link_found,,
"Cuello, Luis Alberto","Rivas, Gaspar",1.3359683794466404,Región de Valparaíso (16),Región de Valparaíso (16),PCCh,PDG,Luis Cuello Pena y Lillo,Gaspar Rivas Sanchez,izquierda,populista,,,,,no_link_found,,
"Labra, Paula","Undurraga, Alberto",1.3372859025032937,Región del Maule (11),Región Metropolitana de Santiago (47),Ind-RN,PDC,Paula Labra Besserer,Alberto Undurraga Vicuna,centro_derecha,centro_izquierda,,,,,no_link_found,,
"Coloma, Juan Antonio","Jiles, Pamela",1.3372859025032937,Región Metropolitana de Santiago (47),Región Metropolitana de Santiago (47),UDI,PH,Juan Antonio Coloma Alamos,Pamela Jiles Moreno,centro_derecha,izquierda,,,,,no_link_found,,
"Bello, Maria Francisca","Oyarzo, Ruben Dario",1.3372859025032937,Región de Valparaíso (16),Región Metropolitana de Santiago (47),CS,PDG,Maria Francisca Bello Campos,Ruben Oyarzo Figueroa,izquierda,populista,,,,,no_link_found,,
"Medina, Karen","Soto, Leonardo",1.3372859025032937,Región del Biobío (13),Región Metropolitana de Santiago (47),PDG,PS,Karen Medina Vasquez,Leonardo Soto Ferrada,populista,centro_izquierda,,,,,no_link_found,,
"Ossandon, Ximena","Soto, Raul",1.3372859025032937,Región Metropolitana de Santiago (47),Región del Libertador General Bernardo O'Higgins (9),RN,PPD,Ximena Ossandon Irarrazabal,Raul Soto Mardones,centro_derecha,centro_izquierda,,,,,no_link_found,,
"Jiles, Pamela","Santibanez, Marisela",1.3372859025032937,Región Metropolitana de Santiago (47),Región Metropolitana de Santiago (47),PH,PCCh,Pamela Jiles Moreno,Marisela Santibanez Novoa,izquierda,izquierda,,,,,no_link_found,,
"Araya, Cristian","Calisto, Miguel Angel",1.3372859025032937,Región Metropolitana de Santiago (47),Región de Aysén del General Carlos Ibáńez del Campo (3),PLR,Demócratas,Cristian Araya Lerdo de Tejada,Miguel Angel Calisto Aguila,derecha,centro_izquierda,,,,,no_link_found,,
"Cordero, Maria Luisa","Mellado, Miguel",1.3372859025032937,Región Metropolitana de Santiago (47),Región de la Araucanía (11),Ind-RN,RN,Maria Luisa Cordero Velasquez,Miguel Mellado Suazo,centro_derecha,centro_derecha,,,,,no_link_found,,
"Lee, Enrique","Musante, Camila",1.3386034255599473,Región de Arica y Parinacota (3),Región Metropolitana de Santiago (47),Ind-PRI,Ind-PPD,Enrique Lee Flores,Camila Musante Muller,centro_derecha,centro_izquierda,,,,,no_link_found,,
"Guzman, Jorge","Rosas, Patricio",1.3386034255599473,Región del Maule (11),Región de Los Ríos (5),Evópoli,Comunes,Jorge Guzman Zepeda,Patricio Rosas Barrientos,centro_derecha,izquierda,,,,,no_link_found,,
"Camano, Felipe","Ojeda, Mauricio",1.3386034255599473,Región de Ńuble (5),Región de la Araucanía (11),Ind-PDC,Ind-PLR,Felipe Camano Cardenas,Mauricio Ojeda Rebolledo,centro_izquierda,derecha,,,,,no_link_found,,
"Cuello, Luis Alberto","Oyarzo, Ruben Dario",1.3386034255599473,Región de Valparaíso (16),Región Metropolitana de Santiago (47),PCCh,PDG,Luis Cuello Pena y Lillo,Ruben Oyarzo Figueroa,izquierda,populista,,,,,no_link_found,,
"Borquez, Fernando","Musante, Camila",1.3386034255599473,Región de Los Lagos (9),Región Metropolitana de Santiago (47),Ind-UDI,Ind-PPD,Fernando Borquez Montecinos,Camila Musante Muller,centro_derecha,centro_izquierda,,,,,no_link_found,,
"Kaiser, Johannes","Medina, Karen",1.3386034255599473,Región Metropolitana de Santiago (47),Región del Biobío (13),PLR,PDG,Johannes Kaiser Barents-Von Hohenhagen,Karen Medina Vasquez,derecha,populista,,,,,no_link_found,,
"Oyarzo, Ruben Dario","Venegas, Nelson",1.3386034255599473,Región Metropolitana de Santiago (47),Región de Valparaíso (16),PDG,PS,Ruben Oyarzo Figueroa,Nelson Venegas Salazar,populista,centro_izquierda,,,,,no_link_found,,
"Barria, Hector","Longton, Andres",1.3386034255599473,Región de Los Lagos (9),Región de Valparaíso (16),PDC,RN,Hector Barria Angulo,Andres Longton Herrera,centro_izquierda,centro_derecha,,,,,no_link_found,,
"Calisto, Miguel Angel","Fries, Lorena",1.3386034255599473,Región de Aysén del General Carlos Ibáńez del Campo (3),Región Metropolitana de Santiago (47),Demócratas,CS,Miguel Angel Calisto Aguila,Lorena Fries Monleon,centro_izquierda,izquierda,,,,,no_link_found,,
"Medina, Karen","Tello, Carolina",1.3386034255599473,Región del Biobío (13),Región de Coquimbo (7),PDG,PCCh,Karen Medina Vasquez,Carolina Tello Rojas,populista,izquierda,,,,,no_link_found,,
"Manouchehri, Daniel","Pino, Victor Alejandro",1.3386034255599473,Región de Coquimbo (7),Región de Coquimbo (7),PS,Ind-PDG,Daniel Manouchehri Moghadam Kashan Lobos,Victor Pino Fuentes,centro_izquierda,populista,,,,,no_link_found,,
"Cornejo, Eduardo","Undurraga, Alberto",1.3399209486166008,Región del Libertador General Bernardo O'Higgins (9),Región Metropolitana de Santiago (47),UDI,PDC,Eduardo Cornejo Lagos,Alberto Undurraga Vicuna,centro_derecha,centro_izquierda,,,,,no_link_found,,
"Aedo, Eric","Castro, Jose Miguel",1.3399209486166008,Región del Biobío (13),Región de Antofagasta (5),PDC,RN,Eric Aedo Jeldres,Jose Miguel Castro Bascunan,centro_izquierda,centro_derecha,,,,,no_link_found,,
"Arroyo, Roberto","Undurraga, Alberto",1.3399209486166008,Región del Biobío (13),Región Metropolitana de Santiago (47),PSC,PDC,Roberto Arroyo Munoz,Alberto Undurraga Vicuna,derecha,centro_izquierda,,,,,no_link_found,,
"Bianchi, Carlos","Santibanez, Marisela",1.3399209486166008,Región de Magallanes y la Antártica Chilena (3),Región Metropolitana de Santiago (47),Ind-PPD,PCCh,Carlos Bianchi Chelech,Marisela Santibanez Novoa,centro_izquierda,izquierda,,,,,no_link_found,,
"Pino, Victor Alejandro","Undurraga, Alberto",1.3399209486166008,Región de Coquimbo (7),Región Metropolitana de Santiago (47),Ind-PDG,PDC,Victor Pino Fuentes,Alberto Undurraga Vicuna,populista,centro_izquierda,,,,,no_link_found,,
"Mulet, Jaime","Perez, Joanna",1.3399209486166008,Región de Atacama (5),Región del Biobío (13),FRVS,Demócratas,Jaime Mulet Martinez,Joanna Perez Olea,izquierda,centro_izquierda,,,,,no_link_found,,
"Beltran, Juan Carlos","Tapia, Cristian",1.3399209486166008,Región de la Araucanía (11),Región de Atacama (5),RN,Ind-PPD,Juan Carlos Beltran Silva,Cristian Tapia Ramos,centro_derecha,centro_izquierda,,,,,no_link_found,,
"Fuenzalida, Juan","Soto, Raul",1.3399209486166008,Región de Coquimbo (7),Región del Libertador General Bernardo O'Higgins (9),UDI,PPD,Juan Manuel Fuenzalida Cobo,Raul Soto Mardones,centro_derecha,centro_izquierda,,,,,no_link_found,,
"Bravo, Ana Maria","Rathgeb, Jorge",1.3399209486166008,Región de Los Ríos (5),Región de la Araucanía (11),PS,RN,Ana Maria Bravo Castro,Jorge Rathgeb Schifferli,centro_izquierda,centro_derecha,,,,,no_link_found,,
"Bravo, Marta","Medina, Karen",1.3399209486166008,Región de Ńuble (5),Región del Biobío (13),UDI,PDG,Marta Bravo Salinas,Karen Medina Vasquez,centro_derecha,populista,,,,,no_link_found,,
"Jouannet, Andres","Sulantay, Marco Antonio",1.3399209486166008,Región de la Araucanía (11),Región de Coquimbo (7),Amarillos,UDI,Andres Jouannet Valderrama,Marco Sulantay Olivares,centro_izquierda,centro_derecha,,,,,no_link_found,,
"Beltran, Juan Carlos","Jouannet, Andres",1.3412384716732544,Región de la Araucanía (11),Región de la Araucanía (11),RN,Amarillos,Juan Carlos Beltran Silva,Andres Jouannet Valderrama,centro_derecha,centro_izquierda,,,,,no_link_found,,
"Duran, Eduardo","Videla, Sebastian",1.3412384716732544,Región Metropolitana de Santiago (47),Región de Antofagasta (5),RN,Ind-PL,Eduardo Duran Salinas,Sebastian Videla Castillo,centro_derecha,centro_izquierda,,,,,no_link_found,,
"Jurgensen, Harry","Marzan, Carolina",1.3412384716732544,Región de Los Lagos (9),Región de Valparaíso (16),Ind-PLR,PPD,Harry Jurgensen Rundshagen,Carolina Marzan Pinto,derecha,centro_izquierda,,,,,no_link_found,,
"Santibanez, Marisela","Urruticoechea, Cristobal",1.3412384716732544,Región Metropolitana de Santiago (47),Región del Biobío (13),PCCh,PLR,Marisela Santibanez Novoa,Cristobal Urruticoechea Rios,izquierda,derecha,,,,,no_link_found,,
"Flores, Camila","Marzan, Carolina",1.3412384716732544,Región de Valparaíso (16),Región de Valparaíso (16),RN,PPD,Camila Flores Oporto,Carolina Marzan Pinto,centro_derecha,centro_izquierda,,,,,no_link_found,,
"Guzman, Jorge","Rojas, Camila",1.3412384716732544,Región del Maule (11),Región de Valparaíso (16),Evópoli,Comunes,Jorge Guzman Zepeda,Camila Rojas Valderrama,centro_derecha,izquierda,,,,,no_link_found,,
"Becker, Miguel Angel","Mellado, Cosme",1.3412384716732544,Región de la Araucanía (11),Región del Libertador General Bernardo O'Higgins (9),RN,PR,Miguel Becker Alvear,Cosme Mellado Pino,centro_derecha,centro_izquierda,,,,,no_link_found,,
"Labbe, Cristian","Santibanez, Marisela",1.3412384716732544,Región Metropolitana de Santiago (47),Región Metropolitana de Santiago (47),UDI,PCCh,Cristian Labbe Martinez,Marisela Santibanez Novoa,centro_derecha,izquierda,,,,,no_link_found,,
"Berger, Bernardo","Soto, Raul",1.3412384716732544,Región de Los Ríos (5),Región del Libertador General Bernardo O'Higgins (9),Ind-RN,PPD,Bernardo Berger Fett,Raul Soto Mardones,centro_derecha,centro_izquierda,,,,,no_link_found,,
"Saffirio, Jorge","Sanchez, Luis",1.3412384716732544,Región de la Araucanía (11),Región de Valparaíso (16),Demócratas,PLR,Jorge Saffirio Espinoza,Luis Sanchez Ossa,centro_izquierda,derecha,,,,,no_link_found,,
"Sulantay, Marco Antonio","Undurraga, Alberto",1.3425559947299075,Región de Coquimbo (7),Región Metropolitana de Santiago (47),UDI,PDC,Marco Sulantay Olivares,Alberto Undurraga Vicuna,centro_derecha,centro_izquierda,,,,,no_link_found,,
"Duran, Jorge","Oyarzo, Ruben Dario",1.3425559947299075,Región Metropolitana de Santiago (47),Región Metropolitana de Santiago (47),RN,PDG,Jorge Duran Espinoza,Ruben Oyarzo Figueroa,centro_derecha,populista,1965.0,jorge durán,rubén darío oyarzo,positive,positive,Unknown,523.0
"Guzman, Jorge","Santibanez, Marisela",1.3425559947299075,Región del Maule (11),Región Metropolitana de Santiago (47),Evópoli,PCCh,Jorge Guzman Zepeda,Marisela Santibanez Novoa,centro_derecha,izquierda,,,,,no_link_found,,
"Jiles, Pamela","Naveillan, Gloria",1.3425559947299075,Región Metropolitana de Santiago (47),Región de la Araucanía (11),PH,Ind-PLR,Pamela Jiles Moreno,Gloria Naveillan Arriagada,izquierda,derecha,,,,,no_link_found,,
"Olivera, Erika","Perez, Marlene",1.3425559947299075,Región Metropolitana de Santiago (47),Región del Biobío (13),Demócratas,Ind-UDI,Erika Olivera de la Fuente,Marlene Perez Cartes,centro_izquierda,centro_derecha,,,,,no_link_found,,
"Bulnes, Mercedes","Jouannet, Andres",1.3425559947299075,Región del Maule (11),Región de la Araucanía (11),Ind-CS,Amarillos,Mercedes Bulnes Nunez,Andres Jouannet Valderrama,izquierda,centro_izquierda,,,,,no_link_found,,
"Cicardini, Daniella","Lee, Enrique",1.3425559947299075,Región de Atacama (5),Región de Arica y Parinacota (3),PS,Ind-PRI,Daniella Cicardini Milla,Enrique Lee Flores,centro_izquierda,centro_derecha,,,,,no_link_found,,
"Medina, Karen","Schneider, Emilia",1.3425559947299075,Región del Biobío (13),Región Metropolitana de Santiago (47),PDG,CS,Karen Medina Vasquez,Emilia Schneider Videla,populista,izquierda,,,,,no_link_found,,
"Leiva, Raul","Undurraga, Francisco",1.3425559947299075,Región Metropolitana de Santiago (47),Región Metropolitana de Santiago (47),PS,Evópoli,Raul Leiva Carvajal,Francisco Undurraga Gazitua,centro_izquierda,centro_derecha,3188.0,raul leiva,francisco undurraga,neutral,neutral,Unknown,819.0
"Cordero, Maria Luisa","Munoz, Francesca",1.3425559947299075,Región Metropolitana de Santiago (47),Región del Biobío (13),Ind-RN,PSC,Maria Luisa Cordero Velasquez,Francesca Munoz Gonzalez,centro_derecha,derecha,,,,,no_link_found,,
"Celis, Andres","De la Carrera, Gonzalo",1.3438735177865613,Región de Valparaíso (16),Región Metropolitana de Santiago (47),RN,Ind-PLR,Andres Celis Montt,Gonzalo de la Carrera Correa,centro_derecha,derecha,,,,,no_link_found,,
"Martinez, Cristobal","Undurraga, Alberto",1.3438735177865613,Región de Ńuble (5),Región Metropolitana de Santiago (47),UDI,PDC,Cristobal Martinez Ramirez,Alberto Undurraga Vicuna,centro_derecha,centro_izquierda,,,,,no_link_found,,
"Perez, Joanna","Sanchez, Luis",1.3438735177865613,Región del Biobío (13),Región de Valparaíso (16),Demócratas,PLR,Joanna Perez Olea,Luis Sanchez Ossa,centro_izquierda,derecha,,,,,no_link_found,,
"De la Carrera, Gonzalo","Munoz, Francesca",1.3438735177865613,Región Metropolitana de Santiago (47),Región del Biobío (13),Ind-PLR,PSC,Gonzalo de la Carrera Correa,Francesca Munoz Gonzalez,derecha,derecha,,,,,no_link_found,,
"Astudillo, Danisa","Pino, Victor Alejandro",1.3438735177865613,Región de Tarapacá (3),Región de Coquimbo (7),PS,Ind-PDG,Danisa Astudillo Peiretti,Victor Pino Fuentes,centro_izquierda,populista,,,,,no_link_found,,
"Jouannet, Andres","Weisse, Flor",1.3438735177865613,Región de la Araucanía (11),Región del Biobío (13),Amarillos,UDI,Andres Jouannet Valderrama,Flor Weisse Novoa,centro_izquierda,centro_derecha,,,,,no_link_found,,
"De Rementeria, Tomas","Del Real, Catalina",1.3438735177865613,Región de Valparaíso (16),Región Metropolitana de Santiago (47),PS,Ind-RN,Tomas De Rementeria Venegas,Catalina del Real Mihovilovic,centro_izquierda,centro_derecha,,,,,no_link_found,,
"Alinco, Rene","Labbe, Cristian",1.3451910408432148,Región de Aysén del General Carlos Ibáńez del Campo (3),Región Metropolitana de Santiago (47),PPD,UDI,Rene Alinco Bustos,Cristian Labbe Martinez,centro_izquierda,centro_derecha,,,,,no_link_found,,
"Benavente, Gustavo","Undurraga, Alberto",1.3451910408432148,Región del Maule (11),Región Metropolitana de Santiago (47),UDI,PDC,Gustavo Benavente Vergara,Alberto Undurraga Vicuna,centro_derecha,centro_izquierda,,,,,no_link_found,,
"Saffirio, Jorge","Schubert, Stephan",1.3451910408432148,Región de la Araucanía (11),Región de la Araucanía (11),Demócratas,Ind-PLR,Jorge Saffirio Espinoza,Stephan Schubert Rubio,centro_izquierda,derecha,,,,,no_link_found,,
"Matheson, Christian","Undurraga, Alberto",1.3451910408432148,Región de Magallanes y la Antártica Chilena (3),Región Metropolitana de Santiago (47),Ind-Evópoli,PDC,Christian Matheson Villan,Alberto Undurraga Vicuna,centro_derecha,centro_izquierda,,,,,no_link_found,,
"Bianchi, Carlos","Hertz, Carmen",1.3451910408432148,Región de Magallanes y la Antártica Chilena (3),Región Metropolitana de Santiago (47),Ind-PPD,PCCh,Carlos Bianchi Chelech,Carmen Hertz Cadiz,centro_izquierda,izquierda,1108.0,carlos bianchi,carmen hertz,positive,positive,Unknown,312.0
